0,0,1,0,0,0,0.000285120769011446,0.0168831121289506
1,0,1,0,0.00111358574610245,0.0333518466188683,0.00138487230662702,0.0371880953440955
0.758376150421531,0.347346812100315,0.507626976190653,0.386470531153995,0.399456480121808,0.45488700336923,0.0801211572945616,0.240471141790325
0.780005988478661,0.181911090541635,0.872799168385211,0.163339078520192,0.0347441420257755,0.165431250980246,0.267268304668649,0.412321529084898
0.400000002980232,0.309838666542354,0.30769231227728,0.230255840625917,0.00222717150879862,0.0376885854254833,8.14630780743075E-05,0.00625265076447495
1,0,1,0,0.623608017817372,0.484480193538666,0.674901226019307,0.468411743167103
1,0,1,0,0.767260579064588,0.422577546585311,0.377947945093886,0.484874515615331
1,0,1,0,0.574610244988864,0.49440197344135,0.28011078978453,0.449053154126483
1,0,1,0,0.155902004454343,0.362762414620729,0.1085495499165,0.311073215062923
0.928065116942665,0.154195255683715,0.804977367717545,0.245682554921785,0.334847547761051,0.455209770664873,0.0598544330075508,0.221555857566763
0.922104238545241,0.141821825626063,0.855624107713079,0.199141239479372,0.599675807695346,0.454348961425198,0.165768240329814,0.349341334858909
1,0,1,0,0.0267260579064588,0.161281665837255,0.0632968107205409,0.243496046113953
0.88613955770294,0.202239451477744,0.807591190092553,0.243690095826241,0.454911287417656,0.466012407550464,0.0958050320208774,0.274294655267855
0.892208856511481,0.222908632624121,0.791343949666629,0.293501185980744,0.4868400219272,0.473774755722277,0.0665765519952923,0.235583967843619
0.929006482656775,0.15344935530858,0.818573445080302,0.241168223751167,0.385879084667013,0.46836101315334,0.088155602166605,0.265808476525292
0.159554603625097,0.148716685222026,0.0649748848576307,0.0658323507840298,0.156889437640268,0.14888034464624,0.0609415776797956,0.06565568029958
0.527665067728393,0.231037449071524,0.29713348280081,0.17455529130893,0.517675862660038,0.239872822202929,0.272631558808703,0.186110176856589
0.625144290086491,0.238713690725916,0.424523002100349,0.201607540295497,0.213022441833481,0.327427839339186,0.112403233072108,0.214114980381181
0.554647384224179,0.248754732823482,0.319771741313944,0.188587879829462,0.541059140958108,0.260221051741075,0.280033091859794,0.205605802578222
1,0,1,0,0.210467706013363,0.407640835465286,0.246425807502749,0.430929378088078
1,0,1,0,0.0779510022271715,0.268094467453079,0.115697934911002,0.3198623497198
1,0,1,0,0.0178173719376392,0.132287237460289,0.0362714349720989,0.1869647506275
1,0,1,0,0.0089086859688196,0.0939644681947833,0.0124842165288583,0.111033152105673
1,0,1,0,0.0155902004454343,0.123883598977046,0.0145004276811535,0.119541479320789
0,0,1,0,0,0,0.00399169076616024,0.0630536055351741
1,0,1,0,0.0311804008908686,0.173805015724959,0.0443973768889251,0.205976333141227
1,0,1,0,0.0022271714922049,0.0471403351637347,0.00166999307563847,0.0408314119124562
1,0,1,0,0.0022271714922049,0.0471403351637346,0.00690399576392,0.0828029625460941
1,0,1,0,0.010022271714922,0.0996083620214397,0.0119547065292656,0.108682066234741
0.474446255686509,0.224347181460126,0.412976879026595,0.260883238301396,0.434292675027072,0.252012636416617,0.360679819155564,0.279828190058709
1,0,1,0,0.915367483296214,0.278334068737855,0.872367724328948,0.333679903317776
1,0,1,0,0.896436525612472,0.30469342159015,0.794183536312167,0.40429697867171
1,0,1,0,0.848552338530067,0.358484682106813,0.661724573337135,0.473122777277732
1,0,1,0,0.758351893095768,0.428082117512323,0.545700786118692,0.497907057740866
1,0,1,0,0.660356347438753,0.473588261928129,0.458738951570201,0.49829461755336
1,0,1,0,0.541202672605791,0.498299447892668,0.381389760091239,0.485727918683488
