1
259
25
0.0289038621908537
3,6,10,12,13,15,16,18,32,45,47,56,59,85,86,97,98,105,113,117,119,123,153,155,174
0,0,0,0,0,0.00825449638068676,0.180115714669228,0.185139030218124,1,0,0,0.0416666679084301,1,0,0.00348025723360479,0,0,0.105263158679008,0,0.0534655377268791,0.251432687044144,0.123490035533905,1,1,0
0,0,0.922109484672546,0,0,0.0294211190193892,0.13533516228199,0.139633908867836,1,0,0,0.0416666679084301,1,0,0.00532385287806392,0.344622433185577,0.282477587461472,0.0526315793395042,0.0606967955827713,0.00621461169794202,0.307728737592697,0.0229169018566608,1,1,0
0.962922513484955,1,0,0,0,0.0768323317170143,0.216438516974449,0.224837079644203,1,0,0,0.0416666679084301,1,0,0.0225427392870188,0,0.294942945241928,0,0,0.156515449285507,0.417957007884979,0.188120424747467,1,1,0
0.863180816173553,0,0,0,0,0.0510898493230343,0.162885636091232,0.275057882070541,1,0,-0.492751777172089,0.0416666679084301,1,0,0.0254171043634415,0,0.264392077922821,0.157894730567932,0,0.157772898674011,0.397573292255402,0.0298602003604174,0,1,1
0,1,0.96875411272049,0.96875411272049,0.96875411272049,0,0,0,1,0,0,0,1,0,0,0.724110126495361,0,0,0,0,0,0,1,1,1
0.975794911384583,1,0,0,0,0.0403737872838974,0.0763025060296059,0,1,0,0,0.0416666679084301,1,0,0.011340388096869,0,0.298885762691498,0,0.0515430048108101,0.146496817469597,0.295803993940353,0.01035276055336,1,1,0
0.975794911384583,1,0,0,0,0.0684455037117004,0.47711107134819,0.469514429569244,1,0,-0.494149625301361,0.0416666679084301,1,0,0.0239388532936573,0,0.298885762691498,0,0.00472441408783197,0.108738094568253,0.368932366371155,0.0689044967293739,0,1,0
0,1,0.930956840515137,0.930956840515137,0.538788199424744,0,0,0,1,0,0,0,1,0,0,0.741787254810333,0,0,0,0,0,0,1,1,1
0,1,0.930956840515137,0.440746068954468,0,0,0,0,1,0,0,0,1,0,0,0.717983245849609,0.135017469525337,0,0,0,0,0,1,1,1
