15,844220,0,1,0.9473675,0.9473675,0.9473675,0.04422374,0.323725,0.3135895,1,0.5262147,0,0.08333334,0,0,0.005763715,0.5901036,0,0,0.04541919,0.0370436,0.1581139,0.160339,1,0,0,TRUE
78,844220,0,0,0,0,0,0.04422374,0.1115915,0.1239288,1,0.4089259,-0.5367699,0.08333334,1,0,0.001967858,0,0,0,0,0.04924377,0.3195048,0.06347238,0,0,0,FALSE
98,844222,0,1,0.9775975,0.9775975,0.9775975,0.1192274,0.5034279,0.4900444,1,1,-0.5708743,0.25,0,0,0.0932954,0.7307202,0,0,1,0.1677162,0.6316762,0.5777932,0,0,0,TRUE
108,844222,0,1,0,0,0,0.03223449,0.2817917,0.2896507,0,0,-0.6134801,0.04166667,1,0,0.009669301,0,0,0,0.1381076,0.1628718,0.4201806,0.12349,0,1,1,FALSE
133,844222,0,0,0,0,0,0.07170476,0.2072604,0.2130408,0,0.5126219,0,0.04166667,1,0,0.00977096,0,0,0,0,0.1284507,0.2526993,0.1464214,1,0,1,TRUE
134,844222,0,0,0,0,0,0.07170476,0.2072604,0.2130408,0,0.5126219,0,0.04166667,1,0,0.009550669,0,0,0,0,0.1284507,0.2526993,0.1464214,1,0,1,TRUE
144,844222,0,1,0.9775975,0.9775975,0.9775975,0.1197387,0.5328009,0.5252188,1,1,-0.5708743,0.25,0,0,0.1182679,0.6089335,0,0,0.9935117,0.2024296,0.6316762,0.3536493,0,0,0,TRUE
146,844222,0,1,0,0,0,0.01189278,0.1801157,0.185139,1,0,0,0.04166667,1,0,0.003480257,0,0,0,0,0.05346554,0.2514327,0.12349,1,1,0,FALSE
158,844222,0,1,0.9775975,0.9775975,0,0.01189278,0.02647939,0.02721789,1,0,0,0.04166667,0,0,0,0.6089335,0,0,0,0.02751556,0.2637048,0.408665,1,1,0,TRUE
208,844222,0,1,0,0,0,0.09909359,0.4967554,0.4831858,0,1,-0.5708743,0.1666667,0,0,0.09237489,0,0,0,0,0.1484241,0.5826856,0.3382565,0,0,1,TRUE
219,844225,0,0,0,0,0,0.07412139,0.3018768,0.3114655,0,0.2848311,0,0.04166667,1,0,0.01951,0.1149039,0.2824776,0.1052632,0.09516623,0.0280002,0.379049,0.0229169,1,0,0,FALSE
264,844225,0.9222259,1,0.9221095,0,0,0.02942112,0.2868275,0.2959382,1,0,-0.5271633,0.04166667,1,0,0.01532086,0.1148741,0.2824776,0,0,0.08553833,0.2857738,0.06157262,0,1,0,FALSE
293,844225,0,1,0.9221095,0.9221095,0,0.08842921,0.4912556,0.5068597,1,0.3217785,0,0.08333334,0,0,0.0226587,0.3543406,0.2824776,0,0.08612773,0.07908647,0.5220369,0.07467028,1,0,0,TRUE
305,844225,0,1,0.9221095,0.9221095,0,0.05754996,0.2765911,0.2853766,1,0,-0.5248104,0.04166667,1,0,0.01111013,0.4594966,0.2824776,0,0.1213093,0.05402349,0.420084,0.0426966,0,1,0,FALSE
334,844225,0.9222259,0,0,0,0,0.02942112,0.2039219,0.2103992,0,0,0,0.04166667,1,0,0.004398782,0,0.2824776,0,0,0.01866513,0.2802243,0.04418706,1,1,1,FALSE
336,844225,0,1,0,0,0,0.02942112,0.2561115,0.2642465,1,0,-0.5235348,0.04166667,1,0,0.01526997,0,0,0,0,0.009607419,0.2611165,0.0442327,0,1,0,FALSE
341,844225,0,0,0,0,0,0.02942112,0.2561115,0.2642465,1,0,-0.5235348,0.04166667,1,0,0.01526997,0,0,0,0,0.009607419,0.2611165,0.0442327,0,1,0,FALSE
370,844229,0,1,0,0,0,0.1236962,0.2869297,0.2980635,0,0,0,0.04166667,1,0,0.04070761,0,0,0,0.03750436,0.2173672,0.4446486,0.2066769,1,1,1,TRUE
378,844229,0,1,0.9628009,0.9628009,0.9628009,0.2422451,0.5538812,0.5753737,1,0.6549435,-0.5977207,0.1666667,0,0,0.1430961,0.7196603,0,0,0.7308831,0.265087,0.513436,0.3958357,0,0,0,TRUE
389,844229,0,1,0.9628009,0,0.9628009,0.230733,0.5320588,0.5527045,1,0.6549435,-0.5977207,0.125,0,0,0.1022084,0.5997169,0,0,0.7308831,0.2173672,0.4446486,0.3719608,0,0,0,TRUE
400,844229,0.9629225,1,0,0,0,0.02487569,0.1343938,0.1396088,1,0.1663641,0,0.08333334,1,0,0.003825674,0,0.2949429,0,0,0.03266225,0.2079726,0.111878,1,0,0,FALSE
404,844229,0,1,0.9628009,0,0.9628009,0,0,0,0,0,0,0,0,0,0,0.5997169,0,0,0,0,0,0,1,1,1,FALSE
512,844237,0,1,0.9999419,0,0.9999419,0.004367968,0,0,0,0,0,0.04166667,0,0,0,0.5730234,0,0,0,0,0.2357023,0.0499658,1,1,0,FALSE
596,844239,0,0,0,0,0,0.03317828,0.501798,0.5001221,1,0.2534754,0,0.04166667,1,0,0.01791631,0,0,0,0.05286529,0.07190397,0.3023716,0.07670603,1,0,0,FALSE
598,844239,0,1,0.9687541,0.9687541,0.9687541,0.03317828,0.1628856,0.2750579,1,0,-0.4927518,0.04166667,0,0,0.01412061,0.6034251,0,0,0.06974491,0.09324003,0.3975733,0.0298602,0,1,0,FALSE
652,844239,0,0,0,0,0,0.04705108,0.1594231,0,1,0,0,0.04166667,1,0,0.007085703,0.120685,0,0.2105263,0.04931838,0.01906857,0.2696799,0.06635327,1,1,0,FALSE
670,844239,0,1,0.9687541,0,0.9687541,0.05806199,0.4859125,0.6376511,1,0.2515959,-0.4927518,0.125,0,0,0.04786783,0.4827401,0,0,0.1143709,0.09326131,0.3975733,0.09910118,0,0,0,TRUE
694,844239,0,1,0.9687541,0,0.9687541,0.04976742,0.4238177,0.6376511,1,0.2515959,-0.4927518,0.08333334,0,0,0.02947543,0.4827401,0,0,0.07596514,0.09326131,0.3975733,0.0447903,0,0,0,TRUE
733,844239,0,0,0,0,0,0.03317828,0.1594231,0,1,0,0,0.04166667,1,0,0.01843112,0,0,0,0.001422157,0.08029314,0.2236068,0.04684583,1,1,0,FALSE
804,844240,0,1,0.9756717,0.9756717,0.9756717,0,0,0,1,0,0,0,1,0,0,0.7292808,0,0,0,0,0,0,1,1,1,FALSE
855,844240,0,1,0.9756717,0,0.9756717,0.2943532,0.5290582,0.6559432,1,0,-0.4941496,0.08333334,0,0,0.03484198,0.4861872,0,0,0.1250335,0.173348,0.3162278,0.0993836,0,1,0,FALSE
895,844240,0.9107419,0,0,0,0,0.1356655,0.3731238,0.3680085,0,0,0,0.04166667,1,0,0.01115259,0,0.27896,0,0.09170282,0.2105793,0.4264014,0.02022791,1,1,0,FALSE
928,844240,0,1,0.9756717,0,0.9756717,0.2088739,0.565254,0.6535187,1,0,0,0.08333334,0,0,0.03550762,0.4861872,0,0,0.1318015,0.2282934,0.502079,0.08022168,1,1,0,TRUE
932,844240,0,1,0.9756717,0,0.9756717,0.2825673,0.8214527,0.9262511,1,0.3432464,-0.4941496,0.1666667,0,0,0.111732,0.4861872,0,0,0.2171507,0.2773891,0.6187184,0.1313016,0,0,0,TRUE
991,844257,0,1,0.9309568,0.4407461,0,0.2011663,0.2457171,0.2686051,1,0.3322361,-0.5262058,0.125,1,0,0.05108183,0.3260103,0.4353583,0,0,0.2413282,0.5039526,0.1669134,0,0,0,FALSE
1013,844257,0,1,0.9309568,0.4407461,0,0.09403419,0.3587446,0.3921608,1,0.3388563,0,0.125,0,0,0.07072354,0.4432633,0.1350175,0,0,0.2630765,0.621164,0.2403217,1,0,0,TRUE
1015,844257,0,1,0.9309568,0.4407461,0.5387882,0.157154,0.1543621,0.1687405,0,0,0,0.08333334,1,0,0.01340017,0.6728504,0,0,0,0.1736858,0.4454354,0.03747056,1,1,1,FALSE
1054,844257,0.9310744,0,0,0,0,0.1007509,0.3728798,0.3168305,0,0,-0.5262058,0.1666667,1,0,0.0178669,0,0.2851879,0.05263158,0.02138414,0.06309054,0.2830693,0.07035547,0,1,1,FALSE
1150,844277,0,0,0,0,0,0.07536048,0.653364,0.6890407,1,0.3247294,0,0,1,0,0.01026515,0,0,0,0,0,0.2571722,0.1100093,1,0,1,FALSE
1234,844288,0,0,0,0,0,0.04940759,0.1384133,0.1578791,1,0,0,0.04166667,1,0,0.006223778,0,0,0.2105263,0.05996688,0.005430063,0.2062395,0.05414749,1,1,0,FALSE
1343,844288,0.9635865,0,0,0,0,0.2659718,0.6581509,0.7507103,0,0.4170945,-0.5518144,0.4166667,0,0,0.08758365,0,0.2951463,0,0.06876935,0.1017902,0.3464674,0.2188389,0,0,1,FALSE
1368,844293,0.9958306,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0.0148851,0.3050227,0,0,0,0,0,1,1,1,FALSE
