15,844220,0,0,1,0.9473675,0.9473675,0.9473675,0.04422374,0.323725,0.3135895,0,1,0.5262147,0,0,0.08333334,0,0,0.005763715,0,0,0.5901036,0,0,0.04541919,0.0370436,0.1581139,0.160339,1,0,0,TRUE
17,844220,0,0,0,0,0,0,0.02948249,0.1943377,0.1852059,0,0,0.4760821,0,0,0.04166667,1,0,0.003082669,0,0,0.1180207,0,0,0.02587111,0.0370436,0.1185854,0.1068927,1,0,1,FALSE
81,844220,0,0,0,0,0,0,0.02948249,0.0400205,0.04444509,0,1,0,-0.5670048,0,0.04166667,1,0,0.002064807,0,0,0,0,0.1578947,0,0.01533393,0.2529822,0.01825368,0,1,1,FALSE
98,844222,0,0,1,0.9775975,0.9775975,0.9775975,0.1192274,0.5034279,0.4900444,0,1,1,-0.5708743,0,0.25,0,0,0.0932954,0,0,0.7307202,0,0,1,0.1677162,0.6316762,0.5777932,0,0,0,TRUE
118,844222,0,0,0,0,0,0,0.01783917,0.2701736,0.2777086,0,1,0,0,0,0.08333334,1,0,0.006745978,0,0,0,0,0,0,0.05346554,0.2514327,0.1852351,1,1,1,FALSE
133,844222,0,0,0,0,0,0,0.07170476,0.2072604,0.2130408,0,0,0.5126219,0,0,0.04166667,1,0,0.00977096,0,0,0,0,0,0,0.1284507,0.2526993,0.1464214,1,0,1,TRUE
134,844222,0,0,0,0,0,0,0.07170476,0.2072604,0.2130408,0,0,0.5126219,0,0,0.04166667,1,0,0.009550669,0,0,0,0,0,0,0.1284507,0.2526993,0.1464214,1,0,1,TRUE
144,844222,0,0,1,0.9775975,0.9775975,0.9775975,0.1197387,0.5328009,0.5252188,0,1,1,-0.5708743,0,0.25,0,0,0.1182679,0,0,0.6089335,0,0,0.9935117,0.2024296,0.6316762,0.3536493,0,0,0,TRUE
158,844222,0,0,1,0.9775975,0.9775975,0,0.01189278,0.02647939,0.02721789,0,1,0,0,0,0.04166667,0,0,0,0,0,0.6089335,0,0,0,0.02751556,0.2637048,0.408665,1,1,0,TRUE
208,844222,0,0,1,0,0,0,0.09909359,0.4967554,0.4831858,0,0,1,-0.5708743,0,0.1666667,0,0,0.09237489,0,0,0,0,0,0,0.1484241,0.5826856,0.3382565,0,0,1,TRUE
227,844225,0,0.9222259,1,0.9221095,0,0,0.05853933,0.386465,0.3987406,0,1,0.3180711,0,0,0.04166667,0,0,0.01645635,0,0,0.2394664,0.2824776,0,0,0.08836528,0.5151222,0.06401239,1,0,1,FALSE
230,844225,0,0.9222259,1,0.9221095,0,0,0.02942112,0.1353352,0.1396339,0,1,0,0,0,0.04166667,1,0,0.002487154,0,0,0.1148741,0.2824776,0,0.0606968,0.00780455,0.3042903,0.0229169,1,1,0,FALSE
293,844225,0,0,1,0.9221095,0.9221095,0,0.08842921,0.4912556,0.5068597,0,1,0.3217785,0,0,0.08333334,0,0,0.0226587,0,0,0.3543406,0.2824776,0,0.08612773,0.07908647,0.5220369,0.07467028,1,0,0,TRUE
324,844225,0,0,0,0,0,0,0.05757245,0.2121235,0.2188614,0,1,0,0,0,0.04166667,1,0,0.02080037,0,0,0,0,0,0.1086258,0.03339912,0.3354102,0.0229169,1,1,0,FALSE
370,844229,0,0,1,0,0,0,0.1236962,0.2869297,0.2980635,0,0,0,0,0,0.04166667,1,0,0.04070761,0,0,0,0,0,0.03750436,0.2173672,0.4446486,0.2066769,1,1,1,TRUE
378,844229,0,0,1,0.9628009,0.9628009,0.9628009,0.2422451,0.5538812,0.5753737,0,1,0.6549435,-0.5977207,0,0.1666667,0,0,0.1430961,0,0,0.7196603,0,0,0.7308831,0.265087,0.513436,0.3958357,0,0,0,TRUE
383,844229,0,0.9629225,0,0,0,0,0.03943332,0.09044568,0.09395529,0,1,0.1663641,0,0,0.04166667,1,0,0.001862719,0,0,0,0.2949429,0,0,0.03368295,0.1594904,0.07554479,1,0,0,FALSE
389,844229,0,0,1,0.9628009,0,0.9628009,0.230733,0.5320588,0.5527045,0,1,0.6549435,-0.5977207,0,0.125,0,0,0.1022084,0,0,0.5997169,0,0,0.7308831,0.2173672,0.4446486,0.3719608,0,0,0,TRUE
418,844229,0,0,1,0.9628009,0,0,0.08147614,0.355704,0.3695065,0,1,0,-0.6034573,0,0.04166667,1,0,0.03600451,0,0,0.1291698,0,0,0.4009467,0.0985463,0.4660414,0.268646,0,1,1,FALSE
498,844237,0,0,1,0,0,0,0.04404641,0.1685673,0.1452636,0,1,0,-0.5192832,0,0.08333334,1,0,0,0,0,0,0,0,0.15682,0.01859277,0.1961161,0.09047451,0,1,0,FALSE
535,844239,0,0.8415788,0,0,0,0,0.05633338,0.4555888,0.5001221,0,1,0,-0.4927518,0,0.04166667,1,0,0.0187268,0,0,0,0.2577754,0.2105263,0.05286529,0.0825254,0.3872983,0.04021296,0,1,0,FALSE
562,844239,0,0,0,0,0,0,0.04976742,0.4037516,0.4125868,0,1,0.259148,-0.4927518,0,0.08333334,0,0,0.01513259,0,0,0.120685,0,0,0.1000869,0.07240014,0.3162278,0.1507764,0,0,0,FALSE
670,844239,0,0,1,0.9687541,0,0.9687541,0.05806199,0.4859125,0.6376511,0,1,0.2515959,-0.4927518,0,0.125,0,0,0.04786783,0,0,0.4827401,0,0,0.1143709,0.09326131,0.3975733,0.09910118,0,0,0,TRUE
672,844239,0,0.9688764,0,0,0,0,0.03317828,0.1594231,0,0,1,0,0,0,0.04166667,1,0,0.004291559,0,0,0,0.2967666,0,0.03732144,0.06423903,0.2070197,0,1,1,0,FALSE
682,844239,0,0.5813259,1,0,0,0,0.03317828,0.368518,0.2750579,0,1,0,0,0,0.04166667,1,0,0.01723382,0,0,0,0.17806,0,0.004509336,0,0.1732051,0.01035276,1,1,0,FALSE
694,844239,0,0,1,0.9687541,0,0.9687541,0.04976742,0.4238177,0.6376511,0,1,0.2515959,-0.4927518,0,0.08333334,0,0,0.02947543,0,0,0.4827401,0,0,0.07596514,0.09326131,0.3975733,0.0447903,0,0,0,TRUE
782,844240,0,0.9757949,0,0,0,0,0.266235,0.752697,0.7501832,0,0,0.3432634,0,0,0.08333334,1,0,0.04841353,0,0,0,0.2988858,0,0.0431949,0.184393,0.4107919,0.1206907,1,0,1,FALSE
804,844240,0,0,1,0.9756717,0.9756717,0.9756717,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.7292808,0,0,0,0,0,0,1,1,1,FALSE
874,844240,0,0,1,0.9756717,0,0.9756717,0.06349297,0.1471999,0.1550824,0,1,0,-0.5089934,0,0,0,0,0.01088301,0,0,0.3646404,0,0,0.007006614,0.002869839,0.2321192,0.05855174,0,1,1,FALSE
910,844240,0,0,1,0.9756717,0.9756717,0.9756717,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.7292808,0,0,0,0,0,0,1,1,1,FALSE
928,844240,0,0,1,0.9756717,0,0.9756717,0.2088739,0.565254,0.6535187,0,1,0,0,0,0.08333334,0,0,0.03550762,0,0,0.4861872,0,0,0.1318015,0.2282934,0.502079,0.08022168,1,1,0,TRUE
932,844240,0,0,1,0.9756717,0,0.9756717,0.2825673,0.8214527,0.9262511,0,1,0.3432464,-0.4941496,0,0.1666667,0,0,0.111732,0,0,0.4861872,0,0,0.2171507,0.2773891,0.6187184,0.1313016,0,0,0,TRUE
976,844240,0,0,0,0,0,0,0.04037379,0.07630251,0,0,1,0,0,0,0.04166667,1,0,0.01496544,0,0,0,0,0,0.001422157,0.05955828,0.1767767,0.04684583,1,1,0,FALSE
1013,844257,0,0,1,0.9309568,0.4407461,0,0.09403419,0.3587446,0.3921608,0,1,0.3388563,0,0,0.125,0,0,0.07072354,0,0,0.4432633,0.1350175,0,0,0.2630765,0.621164,0.2403217,1,0,0,TRUE
1031,844257,0,0,0,0.9309568,0.4407461,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.3115745,0.1350175,0.05263158,0,0,0,0,1,1,1,FALSE
1116,844277,0,0,1,0.9917608,0.9917608,0.9917608,0.03805605,0.3285264,0.3464654,0,1,0,0,0,0.04166667,0,0,0,0,0,0.7413068,0,0,0.003600252,0,0.1375048,0.06178355,1,1,0,FALSE
1134,844277,0,0.9918861,0,0,0,0,0.03805605,0.1183381,0.1247999,0,1,0,0,0,0.04166667,1,0,0.01231141,0,0,0,0.3038145,0,0,0.03224573,0.41833,0.03492973,1,1,0,FALSE
1177,844277,0,0.8265717,0,0,0,0,0.03805605,0.435576,0.4593605,0,1,0.3222241,0,0,0,1,0,0.006839672,0,0,0,0.2531787,0.1052632,0.007273562,0.0372401,0.2481458,0.1087073,1,0,1,FALSE
1240,844288,0,0,0,0,0,0,0.03200348,0.165898,0.1388235,0,0,0,0,0,0.08333334,1,0,0.003678479,0,0,0.1200261,0,0,0.03782157,0,0.1889822,0.03083828,1,1,1,FALSE
1303,844288,0,0.9635865,0,0,0,0,0.03200348,0.165898,0.1388235,0,0,0,0,0,0.08333334,1,0,0,0,0,0,0.2951463,0.1052632,0.01891078,0,0.1767767,0,1,1,1,FALSE
1372,844293,0,0,1,0.9957048,0.9957048,0.199141,0.04374436,0.3274044,0.3346852,0,1,0,-0.5270635,0,0.08333334,0,0,0.03365398,0,0,0.5672124,0,0,0.2087227,0.1793013,0.4819802,0.1996047,0,1,0,TRUE
1376,844293,0,0,1,0.9957048,0.9957048,0.199141,0.05411791,0.2623006,0.2681337,0,1,0,-0.5438082,0,0.08333334,0,0,0.0271466,0,0,0.339831,0,0,0,0.1592334,0.3912928,0.1969661,0,1,0,TRUE
1384,844293,0,0.9958306,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0148851,0.3050227,0.05263158,0,0,0,0,1,1,1,FALSE
1439,844293,0,0,0,0,0,0,0.05699295,0.2947822,0.3013376,0,0,0,0,0,0.04166667,1,0,0.01022713,0,0,0,0,0,0,0.141375,0.4953091,0.04428852,1,1,1,FALSE
1461,844293,0,0,1,0.9957048,0.9957048,0,0.06491765,0.3929795,0.4017186,0,1,0,-0.5270635,0,0.1666667,0,0,0.04926632,0,0,0.5625765,0,0,0.1098679,0.1793013,0.4819802,0.2488462,0,1,0,TRUE
1503,844300,0,0,0,0,0,0,0.0644729,0.3262871,0.370559,0,1,0.369214,-0.5157166,0,0.04166667,0,0,0.004258161,0,0,0.1245923,0,0,0,0.2238114,0.4417261,0,0,0,1,FALSE
1534,844300,0,0,1,0,0,0,0.218859,0.5900034,0.6700573,0,0,0.422408,0,0,0.08333334,0,0,0.01196302,0,0,0.1245923,0,0,0.04394092,0.1849972,0.4811252,0.07830139,1,0,0,TRUE
1541,844300,0,0,0,0,0,0,0.0644729,0.190108,0.2159026,0,1,0,0,0,0.04166667,1,0,0.003082669,0,0,0,0,0,0.137966,0.206312,0.4107919,0,1,1,0,FALSE
1557,844300,0,0,0,0,0,0,0.1124069,0.3933356,0.4467048,0,1,0.423399,0,0,0.04166667,0,0,0.01535926,0,0,0.1245923,0,0.05263158,0,0.1605471,0.4455664,0.05220092,1,0,0,TRUE
1575,844300,0,0,0,0,0,0,0.0644729,0.190108,0.2159026,0,1,0,0,0,0.04166667,1,0,0.002998212,0,0,0,0,0.2105263,0,0.2098447,0.4564355,0,1,1,0,FALSE
1587,844322,0,0,1,0,0,0,0.973314,0.8583838,0.8918754,0,1,0.7317114,-0.5135217,0,0.2083333,0,0,0.3079666,0,0,0.1212116,0,0,0,0.4751201,0.6585528,0.6186444,0,0,0,TRUE
1588,844322,0,0,1,0.9729813,0,0,1,0.8583838,0.8918754,0,1,0.7317114,-0.5135217,0,0.2083333,0,0,0.3180616,0,0,0.2424233,0,0,0,0.4930512,0.6808829,0.6186444,0,0,0,TRUE
1637,844322,0,0.8128282,1,0,0,0,0.0529503,0.3881765,0.403322,0,1,0,-0.610579,0,0,1,0,0.01016422,0,0,0,0.2489691,0,0.003484454,0.04016822,0.3528252,0.1641533,0,1,1,FALSE
1693,844322,0,0.9731042,1,0,0,0,0.0923338,0.3335128,0.3465256,0,1,0.6246316,0,0,0.04166667,0,0,0.02116639,0,0,0,0.2980616,0,0.1008406,0.1304263,0.5773503,0.2445162,1,0,0,TRUE
1703,844322,0,0.9731042,0,0,0,0,0.06825978,0.2843416,0.2954358,0,1,0,-0.6167574,0,0,1,0,0.005684922,0,0,0,0.2980616,0,0,0.01093842,0.2151657,0.1245631,0,1,1,FALSE
1712,844322,0,0,1,0.9729813,0,0,0.9955091,0.8542255,0.8875548,0,1,0.7317114,-0.5135217,0,0.1666667,0,0,0.3091071,0,0,0.2424233,0,0,0.83847,0.1325491,0.5773503,0.6086079,0,0,0,TRUE
1724,844322,0,0,1,0.9729813,0,0,0.9539942,0.8583838,0.8918754,0,1,0.7317114,-0.5135217,0,0.2083333,0,0,0.3244461,0,0,0.2424233,0,0,0,0.4706201,0.6808829,0.6186444,0,0,0,TRUE
1737,844322,0,0,1,0,0,0,0.9169893,0.8801453,0.9144861,0,1,0.7317114,-0.5135217,0,0.3333333,0,0,0.4070176,0,0,0.1212116,0,0,0.3971806,0.4690407,0.6585528,0.6402175,0,0,0,TRUE
1747,844322,0,0,1,0,0,0,0.0923338,0.3335128,0.3465256,0,0,0.6246316,0,0,0.04166667,0,0,0.02152064,0,0,0,0,0,0.1008406,0.1319664,0.6,0.2445162,1,0,1,TRUE
1766,844346,0,0,1,0.9999336,0.9999336,0.9999336,0.1622082,0.6058068,0.6541114,0,1,0.3496816,0,0,0.08333334,0,0,0.02599458,0,0,0.3737078,0,0,0.03834605,0.09842361,0.3508232,0.06578568,1,0,0,FALSE
1770,844346,0,0,1,0.9999336,0.9999336,0.9999336,0.2504615,0.7940591,0.8573741,0,1,0.3578786,0,0,0.1666667,0,0,0.1074519,0,0,0.3737078,0,0,0.6179229,0.4458462,0.7,0.132688,1,0,0,TRUE
1778,844346,0,0,1,0.9999336,0.9999336,0,0.203095,0.6426073,0.6938463,0,1,0.3578786,0,0,0.08333334,0,0,0.05392658,0,0,0.2491386,0,0,0.6110754,0.4458462,0.7,0.1061504,1,0,0,TRUE
1805,844346,0,0,0,0,0,0,0.1081388,0.4284049,0.4625642,0,1,0.3496816,0,0,0.04166667,1,0,0.005149871,0,0,0,0,0,0.03834605,0.06039292,0.3042903,0.04385712,1,0,1,FALSE
1806,844346,0,0,1,0.9999336,0.9999336,0.9999336,0.1353967,0.4284049,0.4625642,0,1,0.3543162,0,0,0.04166667,0,0,0.03699203,0,0,0.6228464,0,0,0.02739004,0.310148,0.6139406,0.07076691,1,0,0,TRUE
1812,844346,0,0,1,0.9999336,0.9999336,0.9999336,0.5545713,0.8273219,0.8932893,0,1,0.3578786,-0.515267,0,0.25,0,0,0.1547751,0,0,0.6228464,0,0,0.6179229,0.5383344,0.7383504,0.1393224,0,0,0,TRUE
1894,844353,0,0,1,0,0,0,0.06425662,0.2764948,0.2873753,0,1,0,0,0,0.04166667,1,0,0.008696801,0,0,0,0,0,0,0.05828483,0.260643,0.09635746,1,1,0,FALSE
1897,844353,0,0,0,0.9835908,0.9835908,0.9835908,0.1956907,0.5520552,0.5737793,0,0,0.3754904,0,0,0.08333334,0,0,0.01862719,0,0,0.4901333,0,0,0.01688992,0.1653853,0.6164962,0.2245595,1,0,0,TRUE
1907,844353,0,0,0,0,0.9835908,0.9835908,0.2531769,0.8249863,0.8574506,0,0,0.3805625,-0.5106893,0,0.4166667,0,0,0.2206606,0,0,0.2450667,0,0,0.1596028,0.5055484,0.7826238,0.336044,0,0,0,TRUE
1930,844359,0,0.972197,1,0,0,0,0.1230541,0.5742714,0.5747497,0,1,0,-0.4912578,0,0.08333334,0,0,0.03955842,0,0,0,0.2977837,0,0.01142599,0.4055744,0.5765567,0.1046207,0,1,0,TRUE
1931,844359,0,0,0,0.9720743,0,0,0.09843102,0.4856853,0.5001221,0,0,0.3715801,0,0,0.04166667,1,0,0.03233919,0,0,0.1210986,0,0,0,0.1278647,0.3396831,0.08440711,1,0,0,FALSE
1937,844359,0,0,1,0,0.9720743,0.9720743,0.2897495,0.47912,0.47677,0,1,0,-0.4912578,0,0.04166667,0,0,0.04648556,0,0,0.3667895,0,0,0.01523466,0.4055744,0.5765567,0.08440711,0,1,0,TRUE
2005,844359,0,0,0,0,0,0,0.05770202,0.6600283,0.6796473,0,0,0.3254261,0,0,0.08333334,1,0,0.03901955,0,0,0,0,0,0.2258606,0.1372895,0.4529108,0.1137121,1,0,1,FALSE
2026,844362,0,0,0,0,0,0,0.04907057,0.197493,0.2035844,0,0,0.5872785,0,0,0.08333334,0,0,0.009222583,0,0,0,0.3006003,0,0,0.1256369,0.4583493,0.1058071,1,0,1,TRUE
2033,844362,0,0,0,0.9812685,0.9812685,0.9812685,0.06440512,0.361529,0.37268,0,0,0.5822899,-0.5618673,0,0.25,0,0,0.02807937,0,0,0.6112202,0,0,0.005156779,0.1265887,0.606977,0.158818,0,0,1,TRUE
2034,844362,0,0,0,0,0,0,0.03271371,0.131662,0.135723,0,0,0,0,0,0.04166667,0,0,0.01478848,0,0,0,0.3006003,0,0.01014624,0.1316746,0.3760887,0.03934034,1,1,1,TRUE
2043,844362,0,0,0,0,0,0,0.03271371,0.131662,0.135723,0,0,0.5822899,0,0,0.04166667,0,0,0.005888865,0,0,0,0.3006003,0,0,0.1387089,0.4393748,0.07053806,1,0,1,TRUE
2044,844362,0,0,0,0,0,0,0.04907057,0.197493,0.2035844,0,1,0.5872785,0,0,0.08333334,0,0,0.0115923,0,0,0,0.3006003,0,0,0.1256369,0.4583493,0.09020822,1,0,1,TRUE
2073,844382,0,0.4936683,1,0,0,0,0.002631443,0.1062971,0.1089618,0,1,0,0,0,0.08333334,1,0,0,0,0,0,0.1512105,0,0,0.001515174,0.164122,0.1075272,1,1,1,TRUE
2077,844382,0,0,1,0.9451894,0,0,0.0314684,0.06954047,0.07128374,0,1,0,0,0,0.08333334,1,0,0,0,0,0.3038339,0.1383374,0.1578947,0,0,0.2412091,0.05376361,1,1,0,FALSE
2100,844382,0,0.800483,0,0,0,0,0.05497222,0.1303454,0.133613,0,0,0.3828597,0,0,0.04166667,1,0,0.01227306,0,0,0,0.2451877,0.2631579,0,0.05515592,0.2512594,0,1,0,0,FALSE
2144,844382,0,0,1,0.9451894,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.3045075,0.1383374,0,0,0,0,0,1,1,1,FALSE
2150,844382,0,0,1,0,0.4515834,0.5503046,0.002631443,0.1062971,0.1089618,0,1,0,0,0,0.08333334,0,0,0,0,0,0.2801512,0.1383374,0,0,0.001515174,0.164122,0.1075272,1,1,1,TRUE
2202,844396,0,0,0,0.994916,0.994916,0,0.0410499,0.2829472,0.3049026,0,1,0.2342242,0,0,0.04166667,1,0,0.01852863,0,0,0.3718326,0,0,0.04580744,0.2080424,0.5449493,0.06562667,1,0,0,FALSE
2280,844396,0,0.9950416,0,0,0,0,0.02700806,0.09795757,0.1055586,0,0,0,0,0,0.04166667,1,0,0.0006148019,0,0,5.569275E-05,0.304781,0,0,0,0.09214427,0.05740786,1,1,1,FALSE
2308,844396,0,0,1,0.994916,0.994916,0.994916,0.04051209,0.2925636,0.3152652,0,1,0.284411,-0.5128675,0,0.08333334,0,0,0.03881168,0,0,0.7585385,0,0,0.01013543,0.1371782,0.536745,0.06491791,0,0,0,TRUE
2320,844402,0,0.4493044,1,0.4492477,0,0,0.09203527,0.5559457,0.6038498,0,1,0.2191756,-0.4922338,0,0.2083333,0,0,0.01544961,0,0,0.05596618,0.1376218,0,0.04267822,0.1550413,0.4225771,0.1649959,0,0,0,FALSE
